Thu,Ngay,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,Holiday,Week number
7,06/11/16,2480.6,2388,2289,2224.5,2187.1,2171.6,2347.9,2892.1,3096.3,3212.1,3283.9,3058.4,3251.2,3445.1,3388.5,3207.9,2881,2813.2,2830.7,2852.9,2918.5,2832,2679.8,2513.1,0,24
CN,06/12/16,2305.7,2203,2142.5,2064.1,2037,1966.7,1976.9,2161.7,2289.9,2430.8,2490.9,2402.9,2321.6,2319.4,2278,2195.9,2156.4,2196.5,2324,2379.5,2449.2,2394.2,2228.6,2084.2,0,24
2,06/13/16,1881.8,1825.3,1772.8,1751.8,1775.8,1925.8,2266.8,2950.3,3247.1,3369.2,3387.3,3220.5,3353.3,3596.1,3550,3421.4,3173.7,2981.2,2996.5,2948.5,2940.1,2855.2,2644.9,2420.7,0,25
3,06/14/16,2219.8,2129.3,2073,2037.2,2044.8,2069.1,2367.7,2935.5,3254,3376.9,3414.7,3168.6,3403.1,3575.5,3561.6,3479.6,3055.7,3011.7,3031.2,2988.1,2997.7,2931.3,2756.3,2528.3,0,25
4,06/15/16,2365.92,2255.4,2198.99,2152.47,2142.18,2179.95,2426.96,3052.37,3288.76,3420.14,3402.09,3071.84,3128.05,3270.67,3241.23,3175.38,2919.77,2829.28,2825.55,2800.28,2772.13,2625.6,2442,2268.42,0,25
5,06/16/16,2037.2,1965.7,1913,1903.4,1914.8,1992.1,2306.3,2995.1,3237.3,3341.3,3368.1,3096.9,3187.4,3276.1,3253.6,3203.4,2954.9,2848.6,2842.7,2791.2,2771.7,2616.2,2428.8,2231.6,0,25
6,06/17/16,2063.7,1985.5,1928.2,1896.9,1908,1981.2,2372.8,2966.1,3170,3249,3205.1,3059.4,3228.6,3420.9,3409.4,3347.9,3031.5,2902,2982,2963.8,2975.5,2894.9,2678.9,2455,0,25
7,06/18/16,2252.1,2154.2,2083,2033.3,2014.5,2067,2306.1,2889.6,3112.3,3195.2,3209.8,3005.7,3159.4,3269.9,3276.4,3132.7,2759.8,2592.5,2622.1,2583.9,2591.4,2510.9,2336.9,2177.5,0,25
CN,06/19/16,2018.9,1902.8,1852.2,1807.4,1783.9,1767.2,1825.7,2010.3,2155.9,2243.8,2269.4,2193.3,2247.5,2276.4,2264.9,2225,2178.9,2124.1,2303.6,2340.8,2375.3,2316.7,2124.6,1936.7,0,25
2,06/20/16,1766.1,1671.3,1638.8,1632.4,1659.1,1797.6,2135.3,2816,3074.6,3183.6,3237.7,3004.8,3149.9,3249.1,3189.6,3129.6,2928.7,2803.1,2756.6,2676.8,2584.4,2434,2230,2021,0,26
3,06/21/16,1901,1831.8,1795.4,1789.7,1819.9,1934.3,2217.4,2829.2,3048.1,3155.4,3162.4,2895.3,3017.4,3265.5,3293.7,3251.2,2956.7,2824.9,2908.4,2855.4,2835,2735.5,2505.3,2235.8,0,26
4,06/22/16,2091.8,2027.4,1959,1935.4,1947.7,2018.7,2271,2910.4,3141.8,3244.4,3272.1,3045.6,3207.3,3388.3,3315.3,3229.5,2924.5,2849.8,2809.4,2766.8,2666.5,2509.3,2295.3,2102.2,0,26
5,06/23/16,1954.5,1890.2,1849.4,1827.9,1855.4,1953.9,2222.7,2844.7,3061,3148.5,3149.8,2864.7,2953.6,3172.6,3147.6,3095.6,2796.5,2705.4,2753.3,2686.6,2651.8,2530.3,2302.8,2109.7,0,26
6,06/24/16,1972.8,1885.7,1856.4,1836.5,1863.2,1953.9,2245.7,2822.4,3070.7,3185.8,3066.6,2730.8,2801.8,2969.1,2989.4,2993,2783,2697.6,2721.9,2624.9,2565.2,2429.3,2208.3,2021.8,0,26
7,06/25/16,1901.4,1844.8,1795.1,1784.7,1807.6,1854.6,2099.8,2633.8,2812.2,2945,2983.6,2731.1,2882.4,3033.4,3043.7,3000.9,2683.5,2610.3,2668.6,2660.5,2705.8,2678.8,2559.2,2367.1,0,26
CN,06/26/16,2152.9,2053.9,1970.7,1918.1,1874.6,1820,1875.3,2024.7,2170.8,2296.6,2318.2,2152.9,2069.7,2060.6,2038.1,2101.8,2113.8,2146.7,2198.2,2202.3,2192.7,2086,1926.1,1800.7,0,26
2,06/27/16,1647.3,1578.7,1549.6,1552,1623.3,1780.1,2144.8,2781.8,3019,3093.3,3163.8,2917.3,3024.9,3173.7,3043.5,2992.5,2779,2698.6,2616.1,2551.2,2483.7,2339.6,2150.5,1997,0,27
3,06/28/16,1953.8,1760.7,1733.6,1731.1,1758.6,1887.1,2144.8,2747.5,2940.6,3025.7,3022.5,2751.1,2895.2,3064.8,3094.7,3076.5,2809.9,2690.4,2757.6,2699.7,2652.4,2481.6,2272.1,2068.1,0,27
4,06/29/16,1906.27,1824.41,1765.06,1757.9,1778.91,1882.01,2145.173333,2721.103333,3014.426667,3136.666667,3145.67,2926.34,3000.33,3218.11,3257.53,3185.47,2850.81,2710.43,2800.25,2747.66,2727.57,2590,2370.4,2201.05,0,27
5,06/30/16,1995.6,1903.9,1841.6,1817.4,1843.7,1946,2188,2855.1,3092.1,3184.8,3228.8,2985.4,3128.8,3311.5,3321.6,3260.5,2962.1,2824.8,2903.9,2861.8,2852.8,2736.9,2504.4,2291.7,0,27
6,07/01/16,2117.5,2030.4,1974.1,1937.1,1928,1993.2,2228.9,2804.3,3090.6,3226.6,3256.9,3043.3,3177.2,3421.6,3431.6,3356.5,3028.2,2889.9,2928.9,2894.1,2883.1,2799.9,2583.8,2388.4,0,27
7,07/02/16,2174.8,2078.4,2021.8,1953.3,1975.5,2016.1,2242.6,2799.8,3016.7,3122.5,3166.3,2916.9,3060.7,3155.2,3102.4,2999.7,2775.1,2643.4,2633.3,2610.5,2641,2581.5,2418.8,2240.6,0,27
CN,07/03/16,1950.5,1883.3,1847.9,1821,1811.6,1788.8,1852.4,2220.4,2398.4,2497.3,2603.9,2513.1,2592,2511.7,2480.3,2426.7,2321.2,2313.8,2484.2,2542.7,2651.7,2653.2,2499.9,2315.5,0,27
2,07/04/16,2114,1986.2,1954.7,1913.6,1902.3,2024.7,2302.5,3001.7,3271.8,3348.9,3410,3191.7,3362.3,3585,3563.8,3478.1,3120.8,2990.2,3052.5,3069.6,3092.7,3017.9,2638.9,2384,0,28
3,07/05/16,2208.2,2119.2,2043.9,1987.7,1983.4,2051.8,2278.5,2912,3156.6,3265.7,3330,3128.1,3290.4,3507.7,3522.6,3440,3108.5,2968.2,2934.8,2861.3,2836,2695.8,2493.2,2294.4,0,28
4,07/06/16,2108.9,2015.9,1955,1919.9,1943.6,1996.6,2297.3,2955.4,3188.4,3267.9,3225.6,2949.3,3095.2,3303.9,3321.7,3295.3,3005.6,2885.6,2931.2,2869.4,2846.6,2732.7,2522.4,2263.8,0,28
5,07/07/16,2126.8,2054.2,2010.4,1977.4,1977.1,2029.8,2219.8,2693.2,2899,3101.8,3194.8,2959.8,3171.2,3381.3,3410.1,3330.1,2985.7,2910.5,2942.9,2909.1,2898.6,2830.8,2627.1,2435.6,0,28
6,07/08/16,2251.6,2182.4,2120.7,2060.6,2023.3,2058.3,2321.4,2950.8,3171.1,3304.7,3315.3,3080.8,3270.4,3434,3475.2,3378.2,3047.3,2893.8,2888.2,2846.9,2816.6,2723.7,2562.8,2351.8,0,28
7,07/09/16,2161.3,2089.4,2015.4,2008.8,2000.3,2054.6,2270.3,2850.5,3017.9,3098,3102.5,2905.2,3083.9,3238.1,3209.9,3115.6,2793.8,2672.2,2801.9,2761.1,2807.4,2761.3,2579.2,2401.6,0,28
CN,07/10/16,2199.8,2082,1980.5,1934.4,1883.6,1852.1,1855.5,2062.4,2173.2,2274.1,2362.7,2287.1,2336.9,2340,2314.5,2280.8,2226.7,2252.3,2397,2444,2499.7,2466.2,2276.1,2081.7,0,28
2,07/11/16,1940.6,1844.8,1794.3,1786.8,1786.8,1919.6,2225.7,2886.6,3020,3235.2,3282.5,3016.8,3166.7,3310.1,3269.5,3217.5,2947.6,2835.6,2851.9,2798.4,2794.4,2650.8,2500.3,2282.5,0,29
3,07/12/16,2102.2,2018.6,1957.1,1930.5,1910.5,2024.2,2309.7,2953.1,3194.5,3290.6,3327.5,3143.5,3290.5,3485.5,3474.3,3388.1,2964.5,2835.8,2898.7,2886,2859.4,2767.2,2572.5,2321.7,0,29
4,07/13/16,2180.9,2097.5,2020.1,1976.5,1981.8,2083.4,2368.9,3053.7,3251.1,3346.9,3373,3150.8,3326.2,3497.4,3467.1,3355.3,3123.1,2948.7,2977.5,2954.7,2964.8,2865.4,2664.9,2501.1,0,29
5,07/14/16,2229.2,2142.7,2061.3,2034.3,2042,2110.2,2387.2,3039.2,3278.2,3398.2,3392.4,3160.3,3346.9,3496,3484.8,3471.5,3131.1,3001.6,2918.9,2862.1,2812.4,2681.8,2455.5,2257.1,0,29
6,07/15/16,2098.4,2028.8,1958.8,1948.2,1964.1,2036.7,2329.7,2975.7,3175.7,3327.2,3355.4,3092.1,3267.2,3396.8,3336.6,3263.5,2998.4,2871.7,2843.8,2789.7,2777.5,2655.1,2418,2249.1,0,29
7,07/16/16,2128.8,2068.3,2009.2,1994.5,1982.1,2070.1,2305.6,2827.1,3042.2,3118.7,3132,2897.1,3003.9,3150.5,3149.8,3053.2,2735.9,2705.9,2685.3,2606.1,2726.6,2682.5,2483.2,2292.8,0,29
CN,07/17/16,2117.1,2054.9,1994.2,1961.3,1896,1898.3,1932.3,2108.6,2251.5,2402.9,2473.9,2383.2,2359.5,2379.2,2407.3,2398.4,2326.4,2375.6,2377.3,2404.1,2448.3,2411.2,2240.3,2080.5,0,29
2,07/18/16,1962.6,1898.1,1852.9,1819,1838.2,1992.9,2266.9,2948.8,3251.8,3349.2,3397.1,3174.8,3370.6,3511.6,3496.2,3401,3142.5,2978.2,2927.8,2837.9,2795.1,2653.2,2442.5,2233.2,0,30
3,07/19/16,2072.3,2000.6,1937.7,1925.1,1943.3,2039.9,2274.5,2853.3,3087,3262.6,3333,3160.2,3354.4,3542.7,3513.9,3347.8,3059.8,2888.4,2861.8,2813.4,2769.8,2648.6,2446.9,2221.6,0,30
4,07/20/16,2061.5,1982.9,1942.2,1926,1959.4,2052.9,2304.3,2881.2,3080.3,3270.5,3298.5,3154,3230.6,3393.8,3404.3,3303.1,3067.3,2940,2972.4,2944.6,2930.8,2753.7,2627,2397,0,30
5,07/21/16,2137.9,2067.2,2002.2,1948.4,1995.9,2097.3,2356.7,2989.5,3237.1,3355.4,3326.8,3080.6,3273.3,3425.7,3366.8,3275.1,3001.9,2886.2,2836.1,2818.5,2780.7,2623.6,2425.2,2214,0,30
6,07/22/16,2059.9,1982.5,1923.1,1882.7,1894.6,2018.6,2287.7,2970.1,3222.5,3322.2,3226.1,2966.5,3142.6,3367.7,3386.2,3312.1,2992.9,2875.5,2873.8,2854.8,2824,2719.6,2547.4,2329.9,0,30
7,07/23/16,2160.8,2069.9,2017.5,1970.9,1964.3,2023.4,2302.7,2771.3,3004.3,3074.1,3065.3,2856.7,2949.1,2971.9,2878.5,2813.7,2537.9,2524.6,2534.8,2553.6,2571.3,2511.3,2356.9,2151.6,0,30
CN,07/24/16,1985.5,1903.5,1837.9,1799.4,1786.4,1768.3,1811.9,1999.5,2142.5,2288,2372.7,2320.7,2393.1,2447.4,2442.4,2394.9,2309.2,2278.3,2385.4,2333.9,2321.5,2247,2076,1876.2,0,30
2,07/25/16,1719.6,1679.8,1609.2,1610.2,1643.2,1839.3,2128.5,2809.9,3106,3221.8,3273.3,3067.6,3218.5,3405,3414.3,3289.5,3040.8,2961.8,3006.3,2943.5,2908.8,2756.7,2564.9,2369.3,0,31
3,07/26/16,2116.5,2030.7,1974.1,1952.8,1951.5,2049.8,2286.8,2945.4,3201.2,3306.8,3327.9,3027.2,2986,3106.6,3132.2,3087.8,2883.5,2812.4,2756.7,2673.3,2599,2416.5,2194.2,1943.2,0,31
4,07/27/16,1857.8,1794.9,1765.6,1746.4,1795.7,1910.7,2167.5,2800.1,3032.8,3148.6,3193.3,2950.8,3081.8,3310.9,3420.8,3350.1,3068,2912.3,2857.8,2791.4,2713.9,2523.4,2309.6,2135.4,0,31
5,07/28/16,2002,1945.9,1907.8,1890.3,1881.7,2016.4,2278.3,2945.8,3189.5,3277.8,3304.3,3030.7,3090.5,3179.5,3189.6,3147.1,2932.6,2792,2780.4,2725.3,2685.2,2518.7,2292.7,2117.4,0,31
6,07/29/16,1915.4,1843,1803.3,1793.3,1796,1927.5,2209.6,2813.9,3066.5,3162.8,3213.6,2998.6,3105.3,3340.5,3330.5,3232.3,3015.5,2845.3,2786,2706.5,2683.6,2544.4,2317.4,2137,0,31
7,07/30/16,1978,1910.3,1844.3,1835.2,1866.7,1979.5,2184.1,2782.3,2997.9,3099.7,3136.5,2909.6,3064.6,3225.3,3132,3099.7,2840.8,2687.3,2776.2,2784.2,2756.9,2592.6,2424.1,2222,0,31
CN,07/31/16,2003.3,1895.3,1805.1,1792.7,1770.1,1740.3,1793.9,1944.1,2059.4,2196.7,2310.3,2400.4,2265.5,2409,2398.5,2385.4,2310,2313.7,2412,2471.6,2532.7,2511.1,2330.3,2104.5,0,31
2,08/01/16,1944.3,1865.8,1837.7,1820.6,1849.6,1987,2230.5,2932.4,3197.2,3258.3,3248.2,2945.2,3065.1,3157.3,3255.4,3193.2,2972.5,2809.6,2736.2,2741.8,2685.1,2532.2,2329.9,2137.9,0,32
3,08/02/16,2043.9,1986.1,1947.7,1921.8,1917.5,2051.7,2258,2902.7,3120.9,3166.4,3164.3,2932.8,3069.8,3226.7,3259.9,3245.9,3022.2,2796.5,2711.4,2694.2,2630.4,2457.2,2250.2,2063.5,0,32
4,08/03/16,1927.3,1859.7,1810.2,1810.2,1812.2,1951.2,2214.8,2833.1,3006.8,3166.3,3149.2,2885.2,2963.5,3177.9,3189.8,3146.9,2903.8,2769.8,2788.3,2728.2,2686.9,2533.1,2282.8,2063.3,0,32
5,08/04/16,1951.7,1869,1836.7,1817.5,1842.2,1918,2218.4,2854.2,3093.3,3198.5,3151.2,2934.4,3060.8,3259,3277.5,3182.1,2896.8,2799.2,2790.6,2737.8,2659,2615.1,2454.2,2219.8,0,32
6,08/05/16,1924.8,1846.8,1813.6,1804.2,1820.8,1946.7,2206.9,2863.6,3097.3,3180.7,3169.9,2836.1,2884.9,3044,3081.8,3063.6,2843.4,2743.8,2754.6,2691.5,2651.6,2502.6,2294.9,2093.2,0,32
7,08/06/16,1984.9,1857.6,1807.8,1794.2,1772.4,1887.7,2099.8,2649.6,2884.7,2989.9,3016.3,2790.5,2898,3038.2,3016.3,2929.4,2683.3,2623.9,2609.5,2553.3,2535.6,2389.4,2207.2,2019.4,0,32
CN,08/07/16,1830,1819.6,1776,1755,1732.6,1750.9,1784.6,1977.7,2090.6,2204.6,2244,2212.8,2239.5,2302.6,2336.1,2323.8,2233.7,2265.9,2349.6,2354.3,2395.1,2354,2201.3,2034,0,32
2,08/08/16,1803,1732.6,1689.1,1695.8,1726.4,1855.3,2202.5,2863.1,3128.6,3243.2,3139.6,2840.2,2998.4,3191.1,3220,3181.8,2948.5,2839.1,2893.5,2831.2,2793.5,2676.8,2440.1,2231.2,0,33
3,08/09/16,2072.8,1980.9,1928.9,1904.4,1935.9,2055.2,2305.3,2962.4,3203,3311,3325.7,3076.4,3262.6,3473.1,3470,3388.9,3115.6,2947.1,2953.4,2922.5,2888.4,2775.2,2545.3,2325.3,0,33
4,08/10/16,2172.5,2071.8,2028.7,1995,1979.7,2052.3,2301.2,2941.8,3221.9,3326,3332.9,3160,3275.3,3472.9,3502.2,3401.7,3085.7,2981.4,2981.9,2813,2732.8,2566.2,2344.7,2163.2,0,33
5,08/11/16,2000.9,1919.6,1894.1,1881.6,1912,2014.2,2281.3,2958.4,3178.6,3304.6,3308.9,3049.7,3204.7,3401.2,3313,3208,2947.3,2811,2857,2829,2800.7,2675.6,2429.7,2210.2,0,33
6,08/12/16,2071.9,1990.4,1946.6,1924.7,1944.1,2042.9,2329.8,2856.2,3043.2,3248.9,3307.2,3143.3,3275.2,3392.1,3398.9,3324.1,3060.7,2921.1,2932,2897,2870.6,2767.6,2550.2,2352.6,0,33
7,08/13/16,2181.6,2092.3,2032.6,2000,1983.1,2047,2259.2,2855.3,3055.6,3155,3176.1,2888.3,3041.7,3220,3182.6,3013.3,2790,2677.7,2746.9,2710.2,2724,2679,2504.3,2268.3,0,33
CN,08/14/16,2055.1,1974.3,1906.8,1874.5,1858.5,1816.7,1872.9,2055.4,2166.5,2300.1,2341.9,2287.7,2347.8,2442,2345.9,2312.8,2288.9,2299,2344.6,2400.7,2468.6,2439.9,2265.4,2107.3,0,33
2,08/15/16,1932.5,1854.8,1809.3,1776.6,1810.2,1955,2213.5,2909.8,3159.3,3297,3313,3133,3259.8,3468.1,3463.1,3378.3,3113.3,2979,2979.9,2974.8,2901.8,2805.3,2569.8,2362.5,0,34
3,08/16/16,2224.7,2093.3,2037.8,2036,2038.4,2215.6,2392.9,2986.3,3175.4,3253.6,3281.9,3079.6,3220,3441.5,3435.2,3351,3060.2,2983.6,2985,2937.2,2939.1,2830.9,2602.2,2368.9,0,34
4,08/17/16,2203.1,2116.3,2066.7,2030.1,2040.3,2132.3,2365.1,3011.4,3247.5,3304.6,3296.2,3104.5,3222.3,3393,3396,3319.4,3051.6,2955.2,2967.5,2904.4,2920.1,2832.3,2603.7,2378.9,0,34
5,08/18/16,2227.9,2130.6,2079.7,2057.1,2079.4,2155.7,2389.9,3011.6,3262.1,3345.7,3336.8,3048.2,3071.2,3239.1,3241.2,3186.9,2963,2887.4,2901.1,2862.3,2843.9,2755,2580.3,2388.5,0,34
6,08/19/16,2125.1,2042.4,1990.4,1965.5,1978.7,2100.1,2308.5,2997.8,3228.7,3324.3,3296.2,3054,3181.2,3356.7,3360.1,3271.6,3005.7,2914,2953.6,2890.3,2873.8,2774.4,2550.9,2362.9,0,34
7,08/20/16,2198.7,2102.3,2049.5,2030.7,2045.4,2071.8,2299.7,2827.9,3077.6,3181.3,3211.8,2898.9,3049.4,3192.5,3133.5,3064.2,2783.3,2689.2,2703.5,2684.3,2704.7,2644.1,2478.3,2289.6,0,34
CN,08/21/16,2115,2020.6,1961,1928.3,1909.4,1867.9,1992.6,2190.7,2298.3,2387.4,2429.6,2406.4,2499.3,2556.9,2565.7,2508.6,2422.8,2439.5,2561,2624.8,2720.3,2673.9,2481.7,2262.1,0,34
2,08/22/16,2091.9,2011.3,1946.3,1909.7,1932.9,2044.9,2306.4,3040.6,3277.8,3351,3324.8,3131.2,3342.6,3483.4,3480.1,3426.1,3172.1,2993.3,2938.3,2902.1,2863.4,2721.9,2529.2,2324.7,0,35
3,08/23/16,2089.9,2035.7,1988.4,1951.9,2000.2,2107.1,2306.3,2966.5,3212.4,3344.9,3349.7,3137,3313.8,3525.8,3522.5,3415.1,3155.5,3098,3052.5,2987.3,2962.6,2840.5,2649.9,2454.9,0,35
4,08/24/16,2157.7,2090.5,2042.1,2023.5,2035.4,2121.5,2375.3,3015.2,3269.6,3376.6,3345.5,3071.4,3145.6,3278.9,3284.6,3233,3039.4,2921.3,2932.7,2860.5,2859.2,2720.3,2482.4,2292.2,0,35
5,08/25/16,2142.7,2061.5,2009,1993.9,2027.5,2120.4,2366.6,3003.3,3266.5,3363.3,3358.8,3176.2,3332,3517.9,3527.8,3459.5,3165.3,3057,3041.8,2979.4,2962.7,2780.5,2596.6,2361.9,0,35
6,08/26/16,2225.2,2153.6,2092.4,2094.7,2075.7,2163.2,2376.1,3027.6,3233.1,3416.8,3386.1,3178.3,3364.1,3544.1,3527,3465.9,3290.2,3068.8,2894.6,2828.7,2763.7,2632.1,2470.7,2328.8,0,35
7,08/27/16,2081.2,1995.9,1943.9,1905.2,1936.7,2018.3,2269.5,2860.7,3115.5,3190.4,3213.2,2997.8,3175.8,3314.5,3200.8,3067.3,2765.7,2750.8,2822.5,2794.7,2753.2,2613.9,2431.1,2225.6,0,35
CN,08/28/16,2055.7,1981.6,1914.2,1895,1867.5,1843.6,1914.9,2182.5,2285.7,2447.8,2529.8,2450.6,2493.5,2605.6,2608.6,2474.2,2404.3,2385.4,2456,2494,2562,2487.4,2277.8,2043.3,0,35
2,08/29/16,1912.3,1834.8,1788.6,1779.2,1810,1976.6,2271.8,2966.2,3212.7,3306.7,3316.1,3097.7,3280.7,3505.3,3519.9,3440.3,3165.8,3042.5,2962.1,2921.7,2869.2,2702,2453.6,2250.5,0,36
3,08/30/16,2088,2024.2,1974.9,1950.3,1946.5,2092.1,2325.6,2991.7,3284.5,3391.9,3398.7,3156.8,3328.2,3481.2,3424.6,3258.1,3071,2929.9,2920.4,2780.8,2804.9,2660.9,2450.7,2284.7,0,36
4,08/31/16,2048.9,1975,1921.4,1898.8,1937.3,2040.4,2268.5,2953.4,3198.4,3295.5,3271.6,3111.7,3306.1,3496.2,3467,3303.1,2989.6,2934.9,2912.8,2845.9,2823.6,2663.4,2425.4,2210.8,0,36
5,09/01/16,2072,1972.3,1945.2,1923.1,1927.4,2025.1,2222.3,2826.2,3104.6,3157,3250.1,3148.2,3295,3466,3441,3289.2,2920,2767.2,2855.3,2817.7,2858.5,2809.6,2638.3,2445,0,36
6,09/02/16,2204.5,2091.6,1998.7,1920,1855.3,1726.6,1712.1,1786.6,1857.7,1951.6,2011.2,2043.2,2119.6,2168.8,2167.7,2109.6,2008.9,2019.4,2098.9,2114.7,2179,2165.4,2032.1,1884.8,1,36
7,09/03/16,1744,1653.1,1620,1568.4,1559.5,1624.6,1774.8,2075.3,2247,2345.1,2444.6,2376.6,2466.5,2542.9,2545.5,2495.1,2332.1,2277.5,2328.6,2363.2,2408.2,2383.3,2246.1,2099.7,0,36
CN,09/04/16,1918.5,1804.1,1740.6,1699.2,1678.3,1701.5,1788.5,1990.9,2115,2251.3,2362.5,2340.7,2440.7,2493.3,2495,2438.1,2347.4,2421.6,2456.3,2473.8,2548,2481.2,2299.9,2124.5,0,36
2,09/05/16,1950.9,1867.9,1800.3,1803.7,1836.8,2030.9,2289.4,2955.3,3232.2,3354.5,3400.8,3207.3,3373,3565.1,3548.4,3425.2,3097.2,3021.1,3044.5,2988.3,3001.5,2902.9,2650.4,2419.4,0,37
3,09/06/16,2262.9,2188.2,2106.9,2077.8,2065.5,2179.8,2377.4,3036.7,3264.1,3367.1,3360.3,3170,3357.5,3555.4,3567.5,3471.9,3152.9,3116.1,3110.5,3017.4,3081.1,2961.7,2726.7,2499.4,0,37
4,09/07/16,2318,2221,2152.2,2114,2088.4,2193.8,2414.8,3086.3,3358.4,3402.2,3394.1,3125.4,3167,3268.2,3252.9,3213.7,3024.2,2964.8,2945.5,2875.7,2827.5,2662.5,2450.1,2277.5,0,37
5,09/08/16,2110.2,2049.3,1993.1,1991,2054.9,2159.6,2326.8,2975,3247.3,3348.3,3340.9,3094.1,3287.7,3454.9,3470,3384,3068.6,3023.8,3048.1,2998.1,3028.5,2867.1,2629.1,2393,0,37
6,09/09/16,2221.6,2112.1,2063.6,2031.3,2047.1,2127.8,2354.3,2906,3227.8,3361.6,3363.8,3189.9,3285.5,3514.5,3510.2,3381.4,3104.2,3064.5,3059.2,3025.8,3002,2902.6,2695.9,2451.5,0,37
7,09/10/16,2274.2,2173.2,2107.3,2070.4,2080.7,2134,2351.6,2957.7,3222.8,3264.9,3289.8,3050.8,3227.8,3313.8,3240.8,3101.6,2832.5,2736.4,2699.2,2702.1,2748.8,2646.4,2431.1,2275.7,0,37
CN,09/11/16,2110.5,2027.5,1966.4,1944.6,1887.5,1877.4,1942.4,2138.6,2261.2,2388.5,2473,2377.5,2423.7,2372,2289.1,2279.7,2287,2303.1,2300.7,2271.5,2293.5,2151,1971.7,1801.1,0,37
2,09/12/16,1709.2,1657.6,1619.2,1622.1,1665,1883,2150,2786.6,2981.8,3104.4,3132.4,2877.5,2917.8,3062.3,3083.3,3048.4,2883.1,2859.4,2758.4,2659.9,2565.5,2359.6,2150.7,1977,0,38
3,09/13/16,1842.1,1795.1,1746.3,1735.7,1789,1960.8,2265.4,2819.9,3022.6,3161,3154.6,2907.7,2956.6,3183.4,3247,3139.5,2919.4,2903.1,2868.5,2802.7,2750.8,2582.4,2337.2,2110.1,0,38
4,09/14/16,1975.7,1914.6,1878.1,1876.5,1908.8,2059.8,2332.3,3035.2,3244.4,3335.6,3334.4,3066.5,3243.1,3358.3,3287,3242.2,3037.1,2948,2868.3,2731.3,2671.4,2515.1,2297.5,2106.2,0,38
5,09/15/16,1951.9,1890.5,1850.7,1841,1886.9,2023.5,2264,2928,3109.4,3161.2,3216.1,3005.7,3168.5,3358.4,3365,3270.3,2958.8,2885.4,2850.6,2788.3,2726.1,2602.6,2379.6,2199.4,0,38
6,09/16/16,2035.1,1962.3,1913.2,1911.1,1954.3,2081,2275,2962.1,3176,3289.9,3270.5,3019.9,3165.6,3334.6,3308.6,3265.8,3041.1,2969.7,2874.4,2797.4,2736.9,2545.3,2328.2,2115.3,0,38
7,09/17/16,2010.3,1931.8,1890.2,1873.4,1890.2,1967.9,2254.2,2766.2,2922.2,3056.2,3109.9,2899.9,3146,3244.4,3220.2,3098.7,2811,2823.6,2737.2,2722.6,2749.2,2648.7,2456.9,2258.1,0,38
CN,09/18/16,2032.1,1951.7,1882.3,1859.1,1809,1806.7,1891.6,2081.5,2225.2,2365.3,2451.4,2371.9,2423.8,2453.2,2462.2,2373.4,2368.4,2409.1,2410.4,2402.5,2427.9,2307.7,2107.6,1939.8,0,38
2,09/19/16,1832.1,1769.7,1714.8,1723.2,1741.2,1903.4,2211,2814.8,3159.9,3270.7,3282,3027,3304.7,3419.9,3430.1,3355.1,3061.2,3048.9,2957.3,2931.6,2915.1,2708.5,2511,2253.3,0,39
3,09/20/16,2137,2052,1995.1,1981.5,2009.3,2113.4,2332.4,3005.8,3235,3344.3,3341.9,3101.9,3208.3,3160.7,3230.6,3230.3,2995.3,3010.9,2978.5,2912.2,2893.3,2736.4,2443.7,2175.8,0,39
4,09/21/16,1926.6,1894.4,1869,1869,1899.7,2037.6,2286.8,2913.1,3153.5,3270.6,3279.8,3056,3226.2,3416.7,3403.4,3316.9,3052.8,3031.3,2973.5,2869.9,2838,2671.9,2415,2174.1,0,39
5,09/22/16,2016.1,1946.1,1909.4,1890.8,1907.2,2056,2289.3,2940,3155.7,3244.2,3260.8,2981.8,3071.7,3209.8,3244,3209.7,2964.7,2987.5,2921.8,2826.9,2753.8,2573,2301.5,2090.6,0,39
6,09/23/16,1981.8,1896.4,1889.1,1850.1,1880.2,2028.7,2262.8,2903.6,3160.4,3255.6,3224.6,2956.7,3073.4,3278.6,3278.4,3240,2937,2982.5,2938.5,2886,2836.2,2677.3,2411.4,2268,0,39
7,09/24/16,2070.5,1988.7,1940.9,1926,1939.9,2001.6,2242.8,2851.8,3055.7,3173.4,3168.9,2914.7,3095,3335.1,3320.6,3111.1,2793.1,2817.3,2791.8,2782,2831.5,2759.4,2557.1,2353.2,0,39
CN,09/25/16,2179.3,2036.5,2016.3,1964.5,1936.6,1898.2,1968,2157.4,2309.7,2427.9,2477.3,2423.2,2488.2,2583.6,2535.1,2466,2416.1,2530.1,2572.3,2590.3,2654.9,2580.2,2356.7,2133,0,39
2,09/26/16,2021.71,1936.13,1846.87,1835.3,1873.22,2009.49,2274.18,2982.1,3237.19,3350.86,3346.38,3089.87,3192.13,3416.98,3453,3408.74,3085.03,2771.15,2774.48,2697.68,2613.21,2447.4,2199,2050.7,0,40
3,09/27/16,1919,1840.7,1801.8,1792.6,1829.3,1967,2194.9,2813,3046.7,3165.5,3182.7,2871.7,3061.3,3320.2,3300.6,3198.5,3016.2,2990.7,2805,2696.5,2604.5,2407.3,2161.8,2042.8,0,40
